strain	supernatant	conc	drug	well	tech_repl	biol_repl	plate_number	experiment_number	AUC	maxOD	finalOD
S. salivarius	C. aerofaciens	5	Niclosamide	A5	tech1	biol1	plate5	146	0.835509138381201	0.94140625	0.94140625
S. salivarius	C. aerofaciens	5	Niclosamide	A5	tech1	biol2	plate5	148	0.5547550432276658	0.74609375	0.74609375
S. salivarius	C. aerofaciens	5	Niclosamide	A5	tech1	biol3	plate5	149	0.012672811059907849	-0.010989010989011	-0.018315018315018333
S. salivarius	C. aerofaciens	5	Niclosamide	B5	tech2	biol1	plate5	146	0.7767624020887729	0.9179687499999999	0.9179687499999999
S. salivarius	C. aerofaciens	5	Niclosamide	B5	tech2	biol2	plate5	148	0.553314121037464	0.78515625	0.78515625
S. salivarius	C. aerofaciens	5	Niclosamide	B5	tech2	biol3	plate5	149	0.01612903225806453	0.010989010989011	-0.003663003663003667
S. salivarius	C. aerofaciens	10	Niclosamide	A6	tech1	biol1	plate5	146	0.0234986945169713	0.05859375000000005	0.05859375000000005
S. salivarius	C. aerofaciens	10	Niclosamide	A6	tech1	biol2	plate5	148	0.0331412103746398	0.03515625000000003	0.03515625000000003
S. salivarius	C. aerofaciens	10	Niclosamide	A6	tech1	biol3	plate5	149	0.01728110599078343	-0.010989010989011	-0.032967032967033
S. salivarius	C. aerofaciens	10	Niclosamide	B6	tech2	biol1	plate5	146	0.023498694516971293	0.019531250000000017	0.019531250000000017
S. salivarius	C. aerofaciens	10	Niclosamide	B6	tech2	biol2	plate5	148	0.03458213256484153	0.03515625000000003	0.03515625000000003
S. salivarius	C. aerofaciens	10	Niclosamide	B6	tech2	biol3	plate5	149	0.02649769585253459	0.003663003663003667	-0.032967032967033
S. salivarius	C. comes	0	Niclosamide	C6	tech1	biol1	plate7	178	0.9738884968242766	0.5970149253731344	0.5970149253731344
S. salivarius	C. comes	0	Niclosamide	C6	tech1	biol2	plate7	181	0.9779179810725551	0.9881422924901185	0.9881422924901185
S. salivarius	C. comes	0	Niclosamide	C6	tech1	biol3	plate4	183	0.9785755645628258	1	1
S. salivarius	C. comes	0	Niclosamide	D6	tech2	biol1	plate7	178	1.0261115031757233	0.5884861407249468	0.5884861407249468
S. salivarius	C. comes	0	Niclosamide	D6	tech2	biol2	plate7	181	1.0220820189274449	1.0118577075098814	1.0118577075098814
S. salivarius	C. comes	0	Niclosamide	D6	tech2	biol3	plate4	183	1.0214244354371744	1.008	1
S. salivarius	C. comes	5	Niclosamide	C7	tech1	biol1	plate7	178	0.028228652081863113	0.02558635394456292	0.02558635394456292
S. salivarius	C. comes	5	Niclosamide	C7	tech1	biol2	plate7	181	0.9353312302839116	1.0355731225296443	1.0355731225296443
S. salivarius	C. comes	5	Niclosamide	C7	tech1	biol3	plate4	183	0.9762594093804287	1.04	1.04
S. salivarius	C. comes	5	Niclosamide	D7	tech2	biol1	plate7	178	0.023994354269583646	0.02558635394456292	0.02558635394456292
S. salivarius	C. comes	5	Niclosamide	D7	tech2	biol2	plate7	181	1.0378548895899053	1.0434782608695652	1.0434782608695652
S. salivarius	C. comes	5	Niclosamide	D7	tech2	biol3	plate4	183	1.0700636942675161	1.112	1.104
S. salivarius	C. comes	10	Niclosamide	C8	tech1	biol1	plate7	178	0.04798870853916729	0.0426439232409382	-0.00852878464818764
S. salivarius	C. comes	10	Niclosamide	C8	tech1	biol2	plate7	181	0.017350157728706427	-0.007905138339920955	-0.01581027667984191
S. salivarius	C. comes	10	Niclosamide	C8	tech1	biol3	plate4	183	0.00810654313839028	0.05600000000000005	0.05600000000000005
S. salivarius	C. comes	10	Niclosamide	D8	tech2	biol1	plate7	178	0.016937191249117883	-0.02985074626865668	-0.02985074626865668
S. salivarius	C. comes	10	Niclosamide	D8	tech2	biol2	plate7	181	0.0189274447949527	0.007905138339920955	0.007905138339920955
S. salivarius	C. comes	10	Niclosamide	D8	tech2	biol3	plate4	183	0.018529241459177784	0.02400000000000002	0.02400000000000002
S. salivarius	C. perfringens	0	Niclosamide	C3	tech1	biol1	plate7	178	0.956396741734547	1.4029850746268657	1.4029850746268657
S. salivarius	C. perfringens	0	Niclosamide	D3	tech2	biol1	plate7	178	1.0436032582654529	1.484008528784648	1.484008528784648
S. salivarius	C. perfringens	5	Niclosamide	C4	tech1	biol1	plate7	178	0.0019166267369429817	-0.0213219616204691	-0.0213219616204691
S. salivarius	C. perfringens	5	Niclosamide	D4	tech2	biol1	plate7	178	0.008624820316243419	-0.01279317697228146	-0.01279317697228146
S. salivarius	C. perfringens	10	Niclosamide	C5	tech1	biol1	plate7	178	0.019166267369429817	0.04690831556503202	0.03837953091684438
S. salivarius	C. perfringens	10	Niclosamide	D5	tech2	biol1	plate7	178	0.03354096789650218	0.01279317697228146	-0.01705756929637528
S. salivarius	E. coli ED1a	0	Niclosamide	G9	tech1	biol1	plate1	200	1.0108703719947907	0.5620437956204378	0.5620437956204378
S. salivarius	E. coli ED1a	0	Niclosamide	G9	tech1	biol2	plate3	200	0.9147493554751267	0.6293706293706294	0.6293706293706294
S. salivarius	E. coli ED1a	0	Niclosamide	G9	tech1	biol3	plate5	200	0.9891296280052092	0.6044776119402984	0.6044776119402984
S. salivarius	E. coli ED1a	0	Niclosamide	H9	tech2	biol1	plate1	200	1.0162954366029915	0.5912408759124086	0.5912408759124086
S. salivarius	E. coli ED1a	0	Niclosamide	H9	tech2	biol2	plate3	200	0.9580613514730022	0.6643356643356644	0.6643356643356644
S. salivarius	E. coli ED1a	0	Niclosamide	H9	tech2	biol3	plate5	200	1.0593855641999714	0.58955223880597	0.58955223880597
S. salivarius	E. coli ED1a	5	Niclosamide	G10	tech1	biol1	plate1	200	0.0904177434700171	0.07299270072992686	0.07299270072992686
S. salivarius	E. coli ED1a	5	Niclosamide	G10	tech1	biol2	plate3	200	0.020789758078980168	0.0769230769230768	0.0769230769230768
S. salivarius	E. coli ED1a	5	Niclosamide	G10	tech1	biol3	plate5	200	0.05361637235916092	-0.007462686567164185	-0.007462686567164185
S. salivarius	E. coli ED1a	5	Niclosamide	H10	tech2	biol1	plate1	200	0.1790271320706337	0.21167883211678828	0.21167883211678828
S. salivarius	E. coli ED1a	5	Niclosamide	H10	tech2	biol2	plate3	200	0.06236927423694051	0.13986013986013981	0.13986013986013981
S. salivarius	E. coli ED1a	5	Niclosamide	H10	tech2	biol3	plate5	200	0.07025593619476242	0.07462686567164165	0.07462686567164165
S. salivarius	E. coli ED1a	10	Niclosamide	G11	tech1	biol1	plate1	200	0.016275193824603088	0	-0.02189781021897812
S. salivarius	E. coli ED1a	10	Niclosamide	G11	tech1	biol2	plate3	200	0.039847036318045315	0.1188811188811188	0.06993006993006981
S. salivarius	E. coli ED1a	10	Niclosamide	G11	tech1	biol3	plate5	200	0.0295814468188474	0.007462686567164185	-0.022388059701492557
S. salivarius	E. coli ED1a	10	Niclosamide	H11	tech2	biol1	plate1	200	0.02893367791040549	0.02189781021897812	-0.02189781021897812
S. salivarius	E. coli ED1a	10	Niclosamide	H11	tech2	biol2	plate3	200	0.017324798399150142	0.013986013986014	0.013986013986014
S. salivarius	E. coli ED1a	10	Niclosamide	H11	tech2	biol3	plate5	200	0.04437217022827106	0.02238805970149235	-0.022388059701492557
S. salivarius	E. rectale	0	Niclosamide	G5	tech1	biol1	plate6	178	0.9153952843273231	0.9928571428571429	0.9928571428571429
S. salivarius	E. rectale	0	Niclosamide	G5	tech1	biol2	plate6	181	0.9638376383763838	1.0250896057347672	1.0250896057347672
S. salivarius	E. rectale	0	Niclosamide	G5	tech1	biol3	plate3	183	0.980352644836272	1.0719424460431655	1.0719424460431655
S. salivarius	E. rectale	0	Niclosamide	H5	tech2	biol1	plate6	178	1.0846047156726768	1.0857142857142859	1.0857142857142859
S. salivarius	E. rectale	0	Niclosamide	H5	tech2	biol2	plate6	181	1.0361623616236164	1.032258064516129	1.032258064516129
S. salivarius	E. rectale	0	Niclosamide	H5	tech2	biol3	plate3	183	1.019647355163728	1.0719424460431655	1.0719424460431655
S. salivarius	E. rectale	5	Niclosamide	G6	tech1	biol1	plate6	178	0.029126213592233035	-0.021428571428571446	-0.04285714285714289
S. salivarius	E. rectale	5	Niclosamide	G6	tech1	biol2	plate6	181	0.005904059040590412	0.007168458781362013	-0.007168458781362013
S. salivarius	E. rectale	5	Niclosamide	G6	tech1	biol3	plate3	183	0.009068010075566757	0.05035971223021587	0.02877697841726621
S. salivarius	E. rectale	5	Niclosamide	H6	tech2	biol1	plate6	178	0.0416088765603329	0	-0.04285714285714289
S. salivarius	E. rectale	5	Niclosamide	H6	tech2	biol2	plate6	181	0.008856088560885616	0.028673835125448053	0.014336917562724026
S. salivarius	E. rectale	5	Niclosamide	H6	tech2	biol3	plate3	183	0.007052896725440811	0.007194244604316552	-0.014388489208633105
S. salivarius	E. rectale	10	Niclosamide	G7	tech1	biol1	plate6	178	0.0443828016643551	0.007142857142857149	-0.021428571428571446
S. salivarius	E. rectale	10	Niclosamide	G7	tech1	biol2	plate6	181	0.01476014760147603	0.007168458781362013	-0.007168458781362013
S. salivarius	E. rectale	10	Niclosamide	G7	tech1	biol3	plate3	183	0.0030226700251889194	-0.007194244604316552	-0.014388489208633105
S. salivarius	E. rectale	10	Niclosamide	H7	tech2	biol1	plate6	178	0.033287101248266324	0	-0.04285714285714289
S. salivarius	E. rectale	10	Niclosamide	H7	tech2	biol2	plate6	181	0.026568265682656852	0.043010752688172074	0.014336917562724026
S. salivarius	F. nucleatum	0	Niclosamide	G11	tech1	biol1	plate6	178	0.9943661971830986	0.9714285714285714	0.9714285714285714
S. salivarius	F. nucleatum	0	Niclosamide	G11	tech1	biol2	plate6	181	1.0081906180193596	0.967741935483871	0.967741935483871
S. salivarius	F. nucleatum	0	Niclosamide	G11	tech1	biol3	plate3	183	0.9984399375975039	0.9856115107913669	0.9784172661870504
S. salivarius	F. nucleatum	0	Niclosamide	H11	tech2	biol1	plate6	178	1.0056338028169014	0.9785714285714285	0.9785714285714285
S. salivarius	F. nucleatum	0	Niclosamide	H11	tech2	biol2	plate6	181	0.9918093819806403	0.989247311827957	0.989247311827957
S. salivarius	F. nucleatum	0	Niclosamide	H11	tech2	biol3	plate3	183	1.001560062402496	1	0.9928057553956835
S. salivarius	F. nucleatum	5	Niclosamide	G12	tech1	biol1	plate6	178	0.8183098591549297	0.8714285714285713	0.8714285714285713
S. salivarius	F. nucleatum	5	Niclosamide	G12	tech1	biol2	plate6	181	1.0588235294117647	0.9605734767025089	0.9605734767025089
S. salivarius	F. nucleatum	5	Niclosamide	G12	tech1	biol3	plate3	183	0.9318772750910036	0.9136690647482014	0.9136690647482014
S. salivarius	F. nucleatum	5	Niclosamide	H12	tech2	biol1	plate6	178	0.8929577464788733	0.8785714285714284	0.8785714285714284
S. salivarius	F. nucleatum	5	Niclosamide	H12	tech2	biol2	plate6	181	1.0945644080416976	0.9820788530465949	0.9820788530465949
S. salivarius	F. nucleatum	5	Niclosamide	H12	tech2	biol3	plate3	183	0.9724388975559021	0.9136690647482014	0.9064748201438848
S. salivarius	F. nucleatum	10	Niclosamide	C2	tech1	biol1	plate7	178	0.015135589657347081	0.02985074626865674	0.01279317697228146
S. salivarius	F. nucleatum	10	Niclosamide	C2	tech1	biol2	plate7	181	0.0706164889531135	0.15019762845849816	0.15019762845849816
S. salivarius	F. nucleatum	10	Niclosamide	C2	tech1	biol3	plate4	183	0.01156526261050443	0.016000000000000014	0.016000000000000014
S. salivarius	F. nucleatum	10	Niclosamide	D2	tech2	biol1	plate7	178	0.03447550977506835	0.01705756929637528	-0.01279317697228146
S. salivarius	F. nucleatum	10	Niclosamide	D2	tech2	biol2	plate7	181	0.08046995252796674	0.23715415019762845	0.23715415019762845
S. salivarius	F. nucleatum	10	Niclosamide	D2	tech2	biol3	plate4	183	0.024287051482059303	0.07200000000000006	0.06400000000000006
S. salivarius	MGAM	0	Niclosamide	A2	tech1	biol1	plate4	146	0.982703395259449	0.9806949806949807	0.9806949806949807
S. salivarius	MGAM	0	Niclosamide	A2	tech1	biol2	plate4	148	1.025537634408602	0.9962406015037594	0.9962406015037594
S. salivarius	MGAM	0	Niclosamide	B2	tech2	biol1	plate4	146	1.0172966047405512	1.0038610038610039	1.0038610038610039
S. salivarius	MGAM	0	Niclosamide	B2	tech2	biol2	plate4	148	0.9744623655913978	0.9887218045112782	0.9887218045112782
S. salivarius	MGAM	0	Niclosamide	B2	tech2	biol3	plate4	149	1	0.9880952380952381	0.9801587301587301
S. salivarius	MGAM	0	Niclosamide	G2	tech1	biol1	plate6	178	0.9952542372881356	1	1
S. salivarius	MGAM	0	Niclosamide	G2	tech1	biol2	plate6	181	0.9957203994293866	1.010752688172043	1.010752688172043
S. salivarius	MGAM	0	Niclosamide	G2	tech1	biol3	plate3	183	0.9901605385810461	0.9784172661870504	0.9784172661870504
S. salivarius	MGAM	0	Niclosamide	G3	tech1	biol1	plate1	200	1.0094533901601221	1.0072992700729928	0.9927007299270073
S. salivarius	MGAM	0	Niclosamide	G3	tech1	biol2	plate3	200	0.8619792782805422	1.0209790209790208	1.0209790209790208
S. salivarius	MGAM	0	Niclosamide	G3	tech1	biol3	plate5	200	0.9905466098398777	1.0149253731343284	1.007462686567164
S. salivarius	MGAM	0	Niclosamide	H2	tech2	biol1	plate6	178	1.0047457627118646	1	1
S. salivarius	MGAM	0	Niclosamide	H2	tech2	biol2	plate6	181	1.0042796005706136	0.989247311827957	0.989247311827957
S. salivarius	MGAM	0	Niclosamide	H2	tech2	biol3	plate3	183	1.0098394614189539	0.9928057553956835	0.9856115107913669
S. salivarius	MGAM	0	Niclosamide	H3	tech2	biol1	plate1	200	1.0346897249141251	1.0218978102189782	1.0218978102189782
S. salivarius	MGAM	0	Niclosamide	H3	tech2	biol2	plate3	200	0.892463911292903	0.9860139860139862	0.9860139860139862
S. salivarius	MGAM	0	Niclosamide	H3	tech2	biol3	plate5	200	1.060098013928295	1.0447761194029852	1.0447761194029852
S. salivarius	MGAM	5	Niclosamide	A3	tech1	biol1	plate4	146	0.010249839846252268	-0.030888030888030913	-0.030888030888030913
S. salivarius	MGAM	5	Niclosamide	A3	tech1	biol2	plate4	148	0.014784946236559153	-0.0037593984962406048	-0.011278195488721814
S. salivarius	MGAM	5	Niclosamide	A3	tech1	biol3	plate4	149	0.014659685863874358	-0.019841269841269858	-0.05158730158730163
S. salivarius	MGAM	5	Niclosamide	B3	tech2	biol1	plate4	146	0.003843689942344655	-0.015444015444015457	-0.023166023166023186
S. salivarius	MGAM	5	Niclosamide	B3	tech2	biol2	plate4	148	0.0013440860215053775	-0.04135338345864665	-0.04887218045112786
S. salivarius	MGAM	5	Niclosamide	B3	tech2	biol3	plate4	149	0.024083769633507876	-0.011904761904761915	-0.05158730158730163
S. salivarius	MGAM	5	Niclosamide	G3	tech1	biol1	plate6	178	0.03525423728813563	-0.014285714285714297	-0.04285714285714289
S. salivarius	MGAM	5	Niclosamide	G3	tech1	biol2	plate6	181	0.03138373751783148	0.028673835125448053	-0.014336917562723926
S. salivarius	MGAM	5	Niclosamide	G3	tech1	biol3	plate3	183	0.0041429311237700705	0.007194244604316552	-0.007194244604316552
S. salivarius	MGAM	5	Niclosamide	G4	tech1	biol1	plate1	200	0.020847406970698194	0.029197080291970826	-0.02189781021897812
S. salivarius	MGAM	5	Niclosamide	G4	tech1	biol2	plate3	200	0.014716719385277563	0.0909090909090908	0.0629370629370628
S. salivarius	MGAM	5	Niclosamide	G4	tech1	biol3	plate5	200	0.013461562081629151	-0.03731343283582093	-0.06716417910447767
S. salivarius	MGAM	5	Niclosamide	H3	tech2	biol1	plate6	178	0.031186440677966127	-0.014285714285714297	-0.05000000000000004
S. salivarius	MGAM	5	Niclosamide	H3	tech2	biol2	plate6	181	0.027104136947218027	0.007168458781362013	-0.014336917562723926
S. salivarius	MGAM	5	Niclosamide	H3	tech2	biol3	plate3	183	0.023821853961677908	0.02877697841726621	-0.007194244604316552
S. salivarius	MGAM	5	Niclosamide	H4	tech2	biol1	plate1	200	0.015361247241567086	-0.02189781021897812	-0.02189781021897812
S. salivarius	MGAM	5	Niclosamide	H4	tech2	biol2	plate3	200	0.004204776967222073	0.03496503496503481	0.020979020979021
S. salivarius	MGAM	5	Niclosamide	H4	tech2	biol3	plate5	200	0.005608984200678815	-0.044776119402985114	-0.0522388059701493
S. salivarius	MGAM	10	Niclosamide	A4	tech1	biol1	plate4	146	0.005124919923126206	0.015444015444015457	0
S. salivarius	MGAM	10	Niclosamide	A4	tech1	biol2	plate4	148	0.010752688172043017	-0.018796992481203024	-0.03383458646616544
S. salivarius	MGAM	10	Niclosamide	A4	tech1	biol3	plate4	149	0.013612565445026191	-0.0039682539682539715	-0.04365079365079369
S. salivarius	MGAM	10	Niclosamide	B4	tech2	biol1	plate4	146	0.01793721973094172	0	-0.030888030888030913
S. salivarius	MGAM	10	Niclosamide	B4	tech2	biol2	plate4	148	0.03360215053763443	-0.0037593984962406048	-0.04135338345864665
S. salivarius	MGAM	10	Niclosamide	B4	tech2	biol3	plate4	149	0.020942408376963373	-0.0039682539682539715	-0.03571428571428575
S. salivarius	MGAM	10	Niclosamide	G4	tech1	biol1	plate6	178	0.01084745762711856	-0.05000000000000004	-0.06428571428571424
S. salivarius	MGAM	10	Niclosamide	G4	tech1	biol2	plate6	181	0.03708987161198292	0.06451612903225812	0.021505376344086037
S. salivarius	MGAM	10	Niclosamide	G4	tech1	biol3	plate3	183	0.0041429311237700705	0	-0.014388489208633105
S. salivarius	MGAM	10	Niclosamide	G5	tech1	biol1	plate1	200	0.023041870862350634	0.0072992700729927066	-0.04379562043795624
S. salivarius	MGAM	10	Niclosamide	G5	tech1	biol2	plate3	200	0.0157679136270831	0.0769230769230768	0.04195804195804181
S. salivarius	MGAM	10	Niclosamide	G5	tech1	biol3	plate5	200	0.017948749442172205	-0.03731343283582093	-0.06716417910447767
S. salivarius	MGAM	10	Niclosamide	H4	tech2	biol1	plate6	178	0.025762711864406797	-0.014285714285714297	-0.05000000000000004
S. salivarius	MGAM	10	Niclosamide	H4	tech2	biol2	plate6	181	0.03708987161198291	0.043010752688172074	0
S. salivarius	MGAM	10	Niclosamide	H4	tech2	biol3	plate3	183	0.010357327809425176	0.007194244604316552	-0.007194244604316552
S. salivarius	MGAM	10	Niclosamide	H5	tech2	biol1	plate1	200	0.005486159729131102	-0.029197080291970826	-0.05109489051094895
S. salivarius	MGAM	10	Niclosamide	H5	tech2	biol2	plate3	200	0.0073583596926387815	0.020979020979021	0
S. salivarius	MGAM	10	Niclosamide	H5	tech2	biol3	plate5	200	0.023557733642851013	-0.022388059701492557	-0.05970149253731348
S. salivarius	P. merdae	0	Niclosamide	G6	tech1	biol1	plate1	200	1.0147724874596191	1.0145985401459854	1.0145985401459854
S. salivarius	P. merdae	0	Niclosamide	G6	tech1	biol2	plate3	200	0.8721617338198242	1.0139860139860137	1.0139860139860137
S. salivarius	P. merdae	0	Niclosamide	G6	tech1	biol3	plate5	200	0.985227512540381	0.9925373134328358	0.9925373134328358
S. salivarius	P. merdae	0	Niclosamide	H6	tech2	biol1	plate1	200	1.0876446810928395	1.0218978102189782	1.0072992700729928
S. salivarius	P. merdae	0	Niclosamide	H6	tech2	biol2	plate3	200	0.9388503251752228	1.0209790209790208	1.0209790209790208
S. salivarius	P. merdae	0	Niclosamide	H6	tech2	biol3	plate5	200	1.0397152643625915	1.0149253731343284	1.0149253731343284
S. salivarius	P. merdae	5	Niclosamide	G7	tech1	biol1	plate1	200	0.005438223405464202	0	-0.02189781021897812
S. salivarius	P. merdae	5	Niclosamide	G7	tech1	biol2	plate3	200	0.006252055439568635	0.055944055944055805	0.04195804195804181
S. salivarius	P. merdae	5	Niclosamide	G7	tech1	biol3	plate5	200	0.026687878443531782	0	-0.02985074626865674
S. salivarius	P. merdae	5	Niclosamide	H7	tech2	biol1	plate1	200	0.020665248940763967	0.02189781021897812	0.02189781021897812
S. salivarius	P. merdae	5	Niclosamide	H7	tech2	biol2	plate3	200	0.01042009239928106	0.06993006993006981	0.04195804195804181
S. salivarius	P. merdae	5	Niclosamide	H7	tech2	biol3	plate5	200	0.0022239898702943158	-0.02985074626865674	-0.02985074626865674
S. salivarius	P. merdae	10	Niclosamide	G8	tech1	biol1	plate1	200	0.03262934043278521	0.036496350364963535	-0.02189781021897812
S. salivarius	P. merdae	10	Niclosamide	G8	tech1	biol2	plate3	200	0.08336073919424832	0.1468531468531468	0.006993006993007
S. salivarius	P. merdae	10	Niclosamide	H8	tech2	biol1	plate1	200	0.03045405107059953	0.0072992700729927066	-0.036496350364963535
S. salivarius	P. merdae	10	Niclosamide	H8	tech2	biol2	plate3	200	0.021882194038490142	0.04195804195804181	0.006993006993007
S. salivarius	R. intestinalis	0	Niclosamide	A5	tech1	biol1	plate4	146	1.008793969849246	0.9961389961389961	0.9961389961389961
S. salivarius	R. intestinalis	0	Niclosamide	A5	tech1	biol2	plate4	148	1.0268456375838926	1.0037593984962405	1.0037593984962405
S. salivarius	R. intestinalis	0	Niclosamide	A5	tech1	biol3	plate4	149	1.0070999453850356	1.0198412698412698	1.0198412698412698
